Name,Version,Need Pedigree Review,Reason,Review Level,License Types,Declared License,License Status,Path,Short Name,Previously Declared,Repository URL,Copyright
bytes,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,bytes,bytes,,https://github.com/visionmedia/bytes.js,Copyright (c) 2012-2014 TJ Holowaychuk <tj@vision-media.ca>
bytes,3.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/bytes,bytes,,,Copyright (c) 2012-2014 TJ Holowaychuk <tj@vision-media.ca>
cacache,11.3.3,false,Exempt - Version closely related to 11.3.2,2,ISC,ISC,Approved,cacache,cacache,,https://github.com/zkat/cacache,Copyright (c) npm- Inc.
cacache,12.0.3,false,Exempt - Version closely related to 12.0.2,2,ISC,ISC,Approved,terser-webpack-plugin/node_modules/cacache,cacache,NOT FOUND,https://github.com/npm/cacache,Copyright (c) npm- Inc.
cache-base,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,cache-base,cache-base,,https://github.com/jonschlinkert/cache-base,Copyright (c) 2014-2017- Jon Schlinkert.
camelcase,2.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,yargs/node_modules/camelcase,camelcase,,https://github.com/sindresorhus/camelcase,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
camelcase,5.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,camelcase,camelcase,,https://github.com/sindresorhus/camelcase,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
carbon-components,10.7.2,true,New version and not exempt,,Apache-2.0 KEYWORD OFL-1.1 UNKNOWN,Apache-2.0,Needs Review | Needs Legal Approval,carbon-components,carbon-components,NOT FOUND,https://www.carbondesignsystem.com/,
carbon-components-react,7.7.2,true,New version and not exempt,,Apache-2.0,Apache-2.0,Approved,carbon-components-react,carbon-components-react,NOT FOUND,,
carbon-icons,7.0.7,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,carbon-icons,carbon-icons,,https://github.com/carbon-design-system/carbon-icons,
caseless,0.12.0,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,caseless,caseless,,https://github.com/mikeal/caseless,
chalk,2.4.2,false,Exempt - Version closely related to 2.4.0,2,MIT,MIT,Approved,chalk,chalk,,https://github.com/chalk/chalk,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
chokidar,1.5.2,false,Previously pedigree reviewed,2,,MIT,Approved | Reference Only,dustjs-linkedin/node_modules/chokidar,chokidar,,https://github.com/paulmillr/chokidar,
chokidar,2.1.8,false,Exempt - Version closely related to 2.1.6,2,MIT,MIT,Approved,chokidar,chokidar,NOT FOUND,https://github.com/paulmillr/chokidar,Copyright (c) 2012-2019 Paul Miller (https://paulmillr.com) & Elan Shanker
chownr,1.1.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/chownr,chownr,,https://github.com/isaacs/chownr,Copyright (c) Isaac Z. Schlueter and Contributors
chownr,1.1.3,false,Exempt - Version closely related to 1.1.1,2,ISC,ISC,Approved,chownr,chownr,NOT FOUND,https://github.com/isaacs/chownr,Copyright (c) Isaac Z. Schlueter and Contributors
chrome-trace-event,1.0.2,false,Exempt - Version closely related to 1.0.0,2,MIT UNKNOWN,MIT,Needs Review,chrome-trace-event,chrome-trace-event,,,Copyright (c) 2015 Joyent Inc. All rights reserved.
cipher-base,1.0.4,false,Exempt - Version closely related to 1.0.3,2,MIT,MIT,Approved,cipher-base,cipher-base,,https://github.com/crypto-browserify/cipher-base,Copyright (c) 2017 crypto-browserify contributors
class-utils,0.3.6,false,Exempt - Version closely related to 0.3.5,2,MIT,MIT,Approved,class-utils,class-utils,,https://github.com/jonschlinkert/class-utils,Copyright (c) 2015- 2017-2018- Jon Schlinkert.
classnames,2.2.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,classnames,classnames,,https://github.com/JedWatson/classnames,Copyright (c) 2017 Jed Watson
cli,1.0.1,false,Exempt - Version closely related to 1.0.0,2,MIT,MIT,Approved,cli,cli,,http://github.com/node-js-libs/cli,* Copyright (c) 2010 Chris O'Hara <cohara87@gmail.com>
cliui,3.2.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,cliui,cliui,,https://github.com/yargs/cliui,Copyright (c) 2015- Contributors
cliui,4.1.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,webpack-dev-server/node_modules/cliui,cliui,,https://github.com/yargs/cliui,Copyright (c) 2015- Contributors
cliui,5.0.0,false,Exempt - Expected license matched,2,ISC,ISC,Approved,webpack-cli/node_modules/cliui,cliui,,https://github.com/yargs/cliui,Copyright (c) 2015- Contributors
clone,1.0.4,false,Exempt - Expected license matched,2,MIT,MIT,Approved,clone,clone,,https://github.com/pvorb/node-clone,Copyright © 2011-2015 Paul Vorbach <paul@vorba.ch>
code-point-at,1.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,code-point-at,code-point-at,,https://github.com/sindresorhus/code-point-at,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
collection-visit,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,collection-visit,collection-visit,,https://github.com/jonschlinkert/collection-visit,Copyright (c) 2015- 2017- Jon Schlinkert
color-convert,1.9.3,false,Exempt - Version closely related to 1.9.0,2,MIT,MIT,Approved,color-convert,color-convert,,https://github.com/Qix-/color-convert,Copyright (c) 2011-2016 Heather Arthur <fayearthur@gmail.com>
color-name,1.1.3,false,Exempt - Version closely related to 1.1.1,2,MIT,MIT,Approved,color-name,color-name,,https://github.com/dfcreative/color-name,Copyright (c) 2015 Dmitry Ivanov
colors,1.4.0,true,New version and not exempt,,MIT UNKNOWN,MIT,Needs Review,colors,colors,NOT FOUND,https://github.com/Marak/colors.js,- Copyright (c) Marak Squires
columnify,1.5.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,columnify,columnify,,https://github.com/timoxley/columnify,Copyright (c) 2013 Tim Oxley
combined-stream,1.0.8,false,Exempt - Version closely related to 1.0.7,2,MIT,MIT,Approved,combined-stream,combined-stream,,https://github.com/felixge/node-combined-stream,Copyright (c) 2011 Debuggable Limited <felix@debuggable.com>
command-exists,1.2.8,false,Exempt - Version closely related to 1.2.2,2,MIT,MIT,Approved,command-exists,command-exists,,https://github.com/mathisonian/command-exists,Copyright (c) 2014 Matthew Conlen
commander,2.20.3,false,Exempt - Version closely related to 2.20.0,2,MIT,MIT,Approved,commander,commander,NOT FOUND,https://github.com/tj/commander.js,Copyright (c) 2011 TJ Holowaychuk <tj@vision-media.ca>
commondir,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,commondir,commondir,,https://github.com/substack/node-commondir,Copyright (c) 2013 James Halliday (mail@substack.net)
component-emitter,1.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,component-emitter,component-emitter,,https://github.com/component/emitter,Copyright (c) 2014 Component contributors <dev@component.io>
compressible,2.0.17,false,Exempt - Version closely related to 2.0.15,2,MIT,MIT,Approved,compressible,compressible,,https://github.com/jshttp/compressible,Copyright (c) 2013 Jonathan Ong <me@jongleberry.com>
compression,1.7.4,false,Exempt - Version closely related to 1.7.3,2,MIT,MIT,Approved,compression,compression,,https://github.com/expressjs/compression,Copyright (c) 2014 Jonathan Ong <me@jongleberry.com>
compression-webpack-plugin,3.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,compression-webpack-plugin,compression-webpack-plugin,,https://github.com/webpack-contrib/compression-webpack-plugin,Copyright JS Foundation and other contributors
concat-map,0.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,concat-map,concat-map,,https://github.com/substack/node-concat-map,
concat-stream,1.6.2,false,Exempt - Version closely related to 1.6.0,2,MIT,MIT,Approved,concat-stream,concat-stream,,https://github.com/maxogden/concat-stream,Copyright (c) 2013 Max Ogden
connect-history-api-fallback,1.6.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,connect-history-api-fallback,connect-history-api-fallback,,https://github.com/bripkens/connect-history-api-fallback,Copyright (c) 2012 Ben Ripkens http://bripkens.de
console-browserify,1.1.0,false,Previously pedigree reviewed,2,MIT,,Approved,console-browserify,console-browserify,,https://github.com/Raynos/console-browserify,Copyright (c) 2012 Raynos.
console-control-strings,1.1.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,console-control-strings,console-control-strings,,https://github.com/iarna/console-control-strings,Copyright (c) 2014- Rebecca Turner
consolidate,0.15.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,consolidate,consolidate,,https://github.com/tj/consolidate.js,Copyright (c) 2011-2016 TJ Holowaychuk &lt;tj@vision-media.ca&gt;
constants-browserify,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,constants-browserify,constants-browserify,,https://github.com/juliangruber/constants-browserify,Copyright (c) 2013 Julian Gruber &lt;julian@juliangruber.com&gt;
content-disposition,0.5.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,express/node_modules/content-disposition,content-disposition,,https://github.com/jshttp/content-disposition,Copyright (c) 2014 Douglas Christopher Wilson
content-disposition,0.5.3,false,Exempt - Version closely related to 0.5.2,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/content-disposition,content-disposition,,,Copyright (c) 2014-2017 Douglas Christopher Wilson
content-type,1.0.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/content-type,content-type,,,Copyright (c) 2015 Douglas Christopher Wilson
cookie,0.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cookie,cookie,,,Copyright (c) 2012-2014 Roman Shtylman <shtylman@gmail.com>
cookie,0.4.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/express/node_modules/cookie,cookie,,,Copyright (c) 2012-2014 Roman Shtylman <shtylman@gmail.com>
cookie-parser,1.4.4,false,Exempt - Version closely related to 1.4.1,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cookie-parser,cookie-parser,,,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
cookie-signature,1.0.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cookie-signature,cookie-signature,,,Copyright (c) 2012 LearnBoost &lt;tj@learnboost.com&gt;
copy-concurrently,1.0.5,false,Exempt - Version closely related to 1.0.3,2,ISC,ISC,Approved,copy-concurrently,copy-concurrently,,https://www.npmjs.com/package/copy-concurrently,Copyright (c) 2017- Rebecca Turner
copy-descriptor,0.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,copy-descriptor,copy-descriptor,,https://github.com/jonschlinkert/copy-descriptor,Copyright (c) 2015-2016- Jon Schlinkert
core-util-is,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,core-util-is,core-util-is,,https://github.com/isaacs/core-util-is,Copyright Node.js contributors. All rights reserved.
cors,2.8.5,false,Exempt - Version closely related to 2.8.1,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cors,cors,,,Copyright (c) 2013 Troy Goode <troygoode@gmail.com>
create-ecdh,4.0.3,false,Exempt - Version closely related to 4.0.0,2,MIT,MIT,Approved,create-ecdh,create-ecdh,,https://github.com/crypto-browserify/createECDH,Copyright (c) 2014-2017 createECDH contributors
create-hash,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,create-hash,create-hash,,https://github.com/crypto-browserify/createHash,Copyright (c) 2017 crypto-browserify contributors
create-hmac,1.1.7,false,Previously pedigree reviewed,2,MIT,MIT,Approved,create-hmac,create-hmac,,https://github.com/crypto-browserify/createHmac,Copyright (c) 2017 crypto-browserify contributors
cross-spawn,6.0.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,cross-spawn,cross-spawn,,https://github.com/moxystudio/node-cross-spawn,Copyright (c) 2018 Made With MOXY Lda <hello@moxy.studio>
crypto-browserify,3.12.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,crypto-browserify,crypto-browserify,,https://github.com/crypto-browserify/crypto-browserify,Copyright (c) 2013 Dominic Tarr
css-loader,3.2.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,css-loader,css-loader,NOT FOUND,https://github.com/webpack-contrib/css-loader,Copyright JS Foundation and other contributors
cssesc,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,cssesc,cssesc,,https://mths.be/cssesc,Copyright Mathias Bynens <https://mathiasbynens.be/>
cyclist,1.0.1,false,Exempt - Expected license matched,2,MIT,MIT,Approved,cyclist,cyclist,NOT FOUND,https://github.com/mafintosh/cyclist,Copyright (c) 2015 Mathias Buus
dashdash,1.14.1,false,Exempt - Version closely related to 1.14.0,2,MIT UNKNOWN,MIT,Needs Review,dashdash,dashdash,,https://github.com/trentm/node-dashdash,Copyright (c) 2013 Trent Mick. All rights reserved.
date-now,0.1.4,false,Previously pedigree reviewed,2,MIT,,Approved,date-now,date-now,,https://github.com/Colingo/date-now,Copyright (c) 2012 Colingo.
debug,2.6.9,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/body-parser/node_modules/debug,debug,,,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
debug,3.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,follow-redirects/node_modules/debug,debug,,https://github.com/visionmedia/debug,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
debug,3.2.6,false,Exempt - Version closely related to 3.2.5,2,MIT,MIT,Approved,needle/node_modules/debug,debug,,https://github.com/visionmedia/debug,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
debug,4.1.1,false,Exempt - Version closely related to 4.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/debug,debug,,,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
decamelize,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,decamelize,decamelize,,https://github.com/sindresorhus/decamelize,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
decode-uri-component,0.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,decode-uri-component,decode-uri-component,,https://github.com/SamVerschueren/decode-uri-component,Copyright (c) Sam Verschueren <sam.verschueren@gmail.com> (github.com/SamVerschueren)
decompress-response,4.2.1,false,Exempt - Expected license matched,2,MIT,MIT,Approved,decompress-response,decompress-response,NOT FOUND,https://github.com/sindresorhus/decompress-response,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
deep-equal,1.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,deep-equal,deep-equal,NOT FOUND,https://github.com/substack/node-deep-equal,Copyright (c) 2012- 2013- 2014 James Halliday <mail@substack.net>- 2009 Thomas Robinson <280north.com>
deep-extend,0.6.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,deep-extend,deep-extend,,https://github.com/unclechu/node-deep-extend,Copyright (c) 2013-2018- Viacheslav Lotsmanov
default-gateway,4.2.0,false,Exempt - Expected license matched,2,BSD-2-Clause,BSD-2-Clause,Approved,default-gateway,default-gateway,,https://github.com/silverwind/default-gateway,Copyright (c) silverwind All rights reserved.
defaults,1.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,defaults,defaults,,https://github.com/tmpvar/defaults,Copyright (c) 2015 Elijah Insua
define-properties,1.1.3,false,Exempt - Version closely related to 1.1.2,2,MIT,MIT,Approved,define-properties,define-properties,,https://github.com/ljharb/define-properties,Copyright (C) 2015 Jordan Harband
define-property,0.2.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,class-utils/node_modules/define-property,define-property,,https://github.com/jonschlinkert/define-property,Copyright (c) 2015- Jon Schlinkert.
define-property,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,base/node_modules/define-property,define-property,,https://github.com/jonschlinkert/define-property,Copyright (c) 2015- 2017- Jon Schlinkert
define-property,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,define-property,define-property,,https://github.com/jonschlinkert/define-property,Copyright (c) 2015-2018- Jon Schlinkert.
del,4.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,del,del,,https://github.com/sindresorhus/del,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
delayed-stream,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,delayed-stream,delayed-stream,,https://github.com/felixge/node-delayed-stream,Copyright (c) 2011 Debuggable Limited <felix@debuggable.com>
delegates,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,delegates,delegates,,https://github.com/visionmedia/node-delegates,Copyright (c) 2015 TJ Holowaychuk <tj@vision-media.ca>
depd,1.1.2,false,Exempt - Version closely related to 1.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/depd,depd,,,Copyright (c) 2014-2017 Douglas Christopher Wilson
des.js,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,des.js,des.js,,https://github.com/indutny/des.js,Copyright Fedor Indutny- 2015.
destroy,1.0.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/destroy,destroy,,,Copyright (c) 2014 Jonathan Ong me@jongleberry.com
detect-file,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,detect-file,detect-file,,https://github.com/doowb/detect-file,Copyright (c) 2016-2017- Brian Woodward.
detect-libc,1.0.3,false,Exempt - Version closely related to 1.0.2,2,Apache-2.0,Apache-2.0,Approved,detect-libc,detect-libc,,https://github.com/lovell/detect-libc,
detect-node,2.0.4,false,Exempt - Version closely related to 2.0.3,2,MIT,ISC,Approved,detect-node,detect-node,,https://github.com/iliakan/detect-node,Copyright (c) 2017 Ilya Kantor
diffie-hellman,5.0.3,false,Exempt - Version closely related to 5.0.2,2,MIT,MIT,Approved,diffie-hellman,diffie-hellman,,https://github.com/crypto-browserify/diffie-hellman,Copyright (c) 2017 Calvin Metcalf
dns-equal,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dns-equal,dns-equal,,https://github.com/watson/dns-equal,Copyright (c) 2016 Thomas Watson Steen
dns-packet,1.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dns-packet,dns-packet,,https://github.com/mafintosh/dns-packet,Copyright (c) 2016 Mathias Buus
dns-txt,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dns-txt,dns-txt,,https://github.com/watson/dns-txt,Copyright (c) 2015 Thomas Watson Steen
domain-browser,1.2.0,false,Previously pedigree reviewed,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,domain-browser,domain-browser,,https://github.com/bevry/domain-browser,
downshift,1.31.16,false,Exempt - Version closely related to 1.31.14,2,MIT,MIT,Approved,downshift,downshift,,https://github.com/paypal/downshift,Copyright (c) 2017 PayPal
duplexify,3.7.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,duplexify,duplexify,,https://github.com/mafintosh/duplexify,Copyright (c) 2014 Mathias Buus
dustjs-example-amd,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/amd,dustjs-example-amd,,,
dustjs-example-commonjs,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/commonjs,dustjs-example-commonjs,,,
dustjs-example-hoffman,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/streaming-hoffman,dustjs-example-hoffman,,,
dustjs-example-simple,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/basic-node,dustjs-example-simple,,,
dustjs-example-simple,unknown,true,New version and not exempt,,,,No license information available,dustjs-linkedin/examples/basic-browser,dustjs-example-simple,,,
dustjs-example-streaming,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/streaming,dustjs-example-streaming,,,
dustjs-example-streaming-incremental,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/streaming-incremental,dustjs-example-streaming-incremental,,,
dustjs-linkedin,2.7.5,false,Previously pedigree reviewed,2,BSD-3-Clause MIT,MIT,Approved,dustjs-linkedin,dustjs-linkedin,,http://dustjs.com/,Copyright (c) 2010 Aleksander Williams
ecc-jsbn,0.1.2,false,Exempt - Version closely related to 0.1.1,2,KEYWORD MIT Other-Approved UNKNOWN,MIT,Needs Review,ecc-jsbn,ecc-jsbn,,https://github.com/quartzjer/ecc-jsbn,* Copyright (c) 2003-2005  Tom Wu  * All Rights Reserved.
ee-first,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/ee-first,ee-first,,,Copyright (c) 2014 Jonathan Ong me@jongleberry.com
elliptic,6.5.1,false,Exempt - Version closely related to 6.5.0,2,MIT,MIT,Approved,elliptic,elliptic,NOT FOUND,https://github.com/indutny/elliptic,Copyright Fedor Indutny- 2014.
emoji-regex,7.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,emoji-regex,emoji-regex,,https://mths.be/emoji-regex,Copyright Mathias Bynens <https://mathiasbynens.be/>
emojis-list,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,emojis-list,emojis-list,,https://github.com/Kikobeats/emojis-list,Copyright © 2015 Kiko Beats
encodeurl,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/encodeurl,encodeurl,,,Copyright (c) 2016 Douglas Christopher Wilson
end-of-stream,1.4.4,false,Exempt - Version closely related to 1.4.0,2,MIT,MIT,Approved,end-of-stream,end-of-stream,NOT FOUND,https://github.com/mafintosh/end-of-stream,Copyright (c) 2014 Mathias Buus
enhanced-resolve,4.1.0,false,Previously pedigree reviewed,2,MIT,,Approved,webpack-cli/node_modules/enhanced-resolve,enhanced-resolve,,http://github.com/webpack/enhanced-resolve,Copyright JS Foundation and other contributors
enhanced-resolve,4.1.1,false,Exempt - Version closely related to 4.1.0,2,MIT,,Approved,enhanced-resolve,enhanced-resolve,NOT FOUND,http://github.com/webpack/enhanced-resolve,Copyright JS Foundation and other contributors
entities,1.1.2,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,entities,entities,NOT FOUND,https://github.com/fb55/entities,Copyright (c) Felix Böhm All rights reserved.
errno,0.1.7,false,Previously pedigree reviewed,2,MIT,MIT,Approved,errno,errno,,https://github.com/rvagg/node-errno,## Copyright & Licence
es-abstract,1.16.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,es-abstract,es-abstract,NOT FOUND,https://github.com/ljharb/es-abstract,Copyright (C) 2015 Jordan Harband
es-to-primitive,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,es-to-primitive,es-to-primitive,,https://github.com/ljharb/es-to-primitive,Copyright (c) 2015 Jordan Harband
escape-html,1.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/escape-html,escape-html,,,Copyright (c) 2012-2013 TJ Holowaychuk
escape-string-regexp,1.0.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,escape-string-regexp,escape-string-regexp,,https://github.com/sindresorhus/escape-string-regexp,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
eslint-scope,4.0.3,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,eslint-scope,eslint-scope,,http://github.com/eslint/eslint-scope,Copyright JS Foundation and other contributors- https://js.foundation
esprima,4.0.1,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,esprima,esprima,,http://esprima.org,Copyright JS Foundation and other contributors- https://js.foundation/
esrecurse,4.2.1,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,esrecurse,esrecurse,,https://github.com/estools/esrecurse,Copyright (C) 2014 Yusuke Suzuki <utatane.tea@gmail.com>
estraverse,4.3.0,false,Previously pedigree reviewed,2,BSD-2-Clause MIT,BSD-2-Clause,Approved,estraverse,estraverse,NOT FOUND,https://github.com/estools/estraverse,
etag,1.8.1,false,Exempt - Version closely related to 1.8.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/etag,etag,,,Copyright (c) 2014-2016 Douglas Christopher Wilson
eventemitter3,4.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,eventemitter3,eventemitter3,NOT FOUND,https://github.com/primus/eventemitter3,Copyright (c) 2014 Arnout Kazemier
events,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,events,events,,https://github.com/Gozala/events,Copyright Joyent- Inc. and other Node contributors.
eventsource,1.0.7,false,Exempt - Version closely related to 1.0.5,2,MIT,MIT,Approved,eventsource,eventsource,,http://github.com/EventSource/eventsource,Copyright (c) EventSource GitHub organisation
evp_bytestokey,1.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,evp_bytestokey,evp_bytestokey,,https://github.com/crypto-browserify/EVP_BytesToKey,Copyright (c) 2017 crypto-browserify contributors
execa,1.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,execa,execa,,https://github.com/sindresorhus/execa,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
exit,0.1.2,false,Previously pedigree reviewed,2,MIT,,Approved,exit,exit,,https://github.com/cowboy/node-exit,Copyright (c) 2013 "Cowboy" Ben Alman
expand-brackets,0.1.5,false,Exempt - Version closely related to 0.1.4,2,MIT,MIT,Approved,dustjs-linkedin/node_modules/expand-brackets,expand-brackets,,https://github.com/jonschlinkert/expand-brackets,Copyright (c) 2015-2016- Jon Schlinkert.
expand-brackets,2.1.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,expand-brackets,expand-brackets,,https://github.com/jonschlinkert/expand-brackets,Copyright (c) 2015-2016- Jon Schlinkert
expand-range,1.8.2,false,Exempt - Version closely related to 1.8.1,2,MIT,MIT,Approved,expand-range,expand-range,,https://github.com/jonschlinkert/expand-range,Copyright (c) 2014-2016- Jon Schlinkert.
expand-template,2.0.3,false,Previously pedigree reviewed,2,MIT WTFPL,WTFPL,Approved,expand-template,expand-template,,https://github.com/ralphtheninja/expand-template,Copyright (c) 2018 Lars-Magnus Skog
expand-tilde,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,expand-tilde,expand-tilde,,https://github.com/jonschlinkert/expand-tilde,Copyright (c) 2015-2016- Jon Schlinkert.
express,4.16.4,false,Exempt - Version closely related to 4.16.3,2,MIT gnuplot,MIT,Needs Review,express,express,,http://expressjs.com/,Copyright (c) 2009-2014 TJ Holowaychuk <tj@vision-media.ca>
express,4.17.1,false,Previously pedigree reviewed,2,MIT gnuplot,MIT,Needs Review,@kui-shell/proxy/app/node_modules/express,express,,http://expressjs.com/,Copyright (c) 2009-2014 TJ Holowaychuk <tj@vision-media.ca>
express-static-gzip,1.1.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,express-static-gzip,express-static-gzip,NOT FOUND,https://github.com/tkoenig89/express-static-gzip,Copyright (c) 2016 TK
extend,3.0.2,false,Exempt - Version closely related to 3.0.1,2,MIT,MIT,Approved,extend,extend,,https://github.com/justmoon/node-extend,Copyright (c) 2014 Stefan Thomas
extend-shallow,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,braces/node_modules/extend-shallow,extend-shallow,,https://github.com/jonschlinkert/extend-shallow,Copyright (c) 2014-2015- Jon Schlinkert.
extend-shallow,3.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,extend-shallow,extend-shallow,,https://github.com/jonschlinkert/extend-shallow,Copyright (c) 2014-2015- 2017- Jon Schlinkert.
