Name,Version,Need Pedigree Review,Reason,Review Level,License Types,Declared License,License Status,Path,Short Name,Previously Declared,Repository URL,Copyright
color-name,1.1.3,false,Exempt - Version closely related to 1.1.1,2,MIT,MIT,Approved,color-name,color-name,,https://github.com/dfcreative/color-name,Copyright (c) 2015 Dmitry Ivanov
columnify,1.5.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,columnify,columnify,,https://github.com/timoxley/columnify,Copyright (c) 2013 Tim Oxley
combined-stream,1.0.8,false,Exempt - Version closely related to 1.0.7,2,MIT,MIT,Approved,combined-stream,combined-stream,,https://github.com/felixge/node-combined-stream,Copyright (c) 2011 Debuggable Limited <felix@debuggable.com>
command-exists,1.2.8,false,Exempt - Version closely related to 1.2.2,2,MIT,MIT,Approved,command-exists,command-exists,,https://github.com/mathisonian/command-exists,Copyright (c) 2014 Matthew Conlen
commondir,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,commondir,commondir,,https://github.com/substack/node-commondir,Copyright (c) 2013 James Halliday (mail@substack.net)
component-emitter,1.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,component-emitter,component-emitter,,https://github.com/component/emitter,Copyright (c) 2014 Component contributors <dev@component.io>
compressible,2.0.17,false,Exempt - Version closely related to 2.0.15,2,MIT,MIT,Approved,compressible,compressible,,https://github.com/jshttp/compressible,Copyright (c) 2013 Jonathan Ong <me@jongleberry.com>
compression,1.7.4,false,Exempt - Version closely related to 1.7.3,2,MIT,MIT,Approved,compression,compression,,https://github.com/expressjs/compression,Copyright (c) 2014 Jonathan Ong <me@jongleberry.com>
compression-webpack-plugin,3.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,compression-webpack-plugin,compression-webpack-plugin,,https://github.com/webpack-contrib/compression-webpack-plugin,Copyright JS Foundation and other contributors
concat-map,0.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,concat-map,concat-map,,https://github.com/substack/node-concat-map,
concat-stream,1.6.2,false,Exempt - Version closely related to 1.6.0,2,MIT,MIT,Approved,concat-stream,concat-stream,,https://github.com/maxogden/concat-stream,Copyright (c) 2013 Max Ogden
connect-history-api-fallback,1.6.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,connect-history-api-fallback,connect-history-api-fallback,,https://github.com/bripkens/connect-history-api-fallback,Copyright (c) 2012 Ben Ripkens http://bripkens.de
console-browserify,1.1.0,false,Previously pedigree reviewed,2,MIT,,Approved,console-browserify,console-browserify,,https://github.com/Raynos/console-browserify,Copyright (c) 2012 Raynos.
console-control-strings,1.1.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,console-control-strings,console-control-strings,,https://github.com/iarna/console-control-strings,Copyright (c) 2014- Rebecca Turner
consolidate,0.15.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,consolidate,consolidate,,https://github.com/tj/consolidate.js,Copyright (c) 2011-2016 TJ Holowaychuk &lt;tj@vision-media.ca&gt;
constants-browserify,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,constants-browserify,constants-browserify,,https://github.com/juliangruber/constants-browserify,Copyright (c) 2013 Julian Gruber &lt;julian@juliangruber.com&gt;
content-disposition,0.5.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,express/node_modules/content-disposition,content-disposition,,https://github.com/jshttp/content-disposition,Copyright (c) 2014 Douglas Christopher Wilson
content-disposition,0.5.3,false,Exempt - Version closely related to 0.5.2,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/content-disposition,content-disposition,,,Copyright (c) 2014-2017 Douglas Christopher Wilson
content-type,1.0.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/content-type,content-type,,,Copyright (c) 2015 Douglas Christopher Wilson
cookie,0.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cookie,cookie,,,Copyright (c) 2012-2014 Roman Shtylman <shtylman@gmail.com>
cookie,0.4.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/express/node_modules/cookie,cookie,,,Copyright (c) 2012-2014 Roman Shtylman <shtylman@gmail.com>
cookie-parser,1.4.4,false,Exempt - Version closely related to 1.4.1,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cookie-parser,cookie-parser,,,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
cookie-signature,1.0.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cookie-signature,cookie-signature,,,Copyright (c) 2012 LearnBoost &lt;tj@learnboost.com&gt;
copy-concurrently,1.0.5,false,Exempt - Version closely related to 1.0.3,2,ISC,ISC,Approved,copy-concurrently,copy-concurrently,,https://www.npmjs.com/package/copy-concurrently,Copyright (c) 2017- Rebecca Turner
copy-descriptor,0.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,copy-descriptor,copy-descriptor,,https://github.com/jonschlinkert/copy-descriptor,Copyright (c) 2015-2016- Jon Schlinkert
core-util-is,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,core-util-is,core-util-is,,https://github.com/isaacs/core-util-is,Copyright Node.js contributors. All rights reserved.
cors,2.8.5,false,Exempt - Version closely related to 2.8.1,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/cors,cors,,,Copyright (c) 2013 Troy Goode <troygoode@gmail.com>
create-ecdh,4.0.3,false,Exempt - Version closely related to 4.0.0,2,MIT,MIT,Approved,create-ecdh,create-ecdh,,https://github.com/crypto-browserify/createECDH,Copyright (c) 2014-2017 createECDH contributors
create-hash,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,create-hash,create-hash,,https://github.com/crypto-browserify/createHash,Copyright (c) 2017 crypto-browserify contributors
create-hmac,1.1.7,false,Previously pedigree reviewed,2,MIT,MIT,Approved,create-hmac,create-hmac,,https://github.com/crypto-browserify/createHmac,Copyright (c) 2017 crypto-browserify contributors
cross-spawn,6.0.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,cross-spawn,cross-spawn,,https://github.com/moxystudio/node-cross-spawn,Copyright (c) 2018 Made With MOXY Lda <hello@moxy.studio>
crypto-browserify,3.12.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,crypto-browserify,crypto-browserify,,https://github.com/crypto-browserify/crypto-browserify,Copyright (c) 2013 Dominic Tarr
cssesc,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,cssesc,cssesc,,https://mths.be/cssesc,Copyright Mathias Bynens <https://mathiasbynens.be/>
dashdash,1.14.1,false,Exempt - Version closely related to 1.14.0,2,MIT UNKNOWN,MIT,Needs Review,dashdash,dashdash,,https://github.com/trentm/node-dashdash,Copyright (c) 2013 Trent Mick. All rights reserved.
date-now,0.1.4,false,Previously pedigree reviewed,2,MIT,,Approved,date-now,date-now,,https://github.com/Colingo/date-now,Copyright (c) 2012 Colingo.
debug,2.6.9,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/body-parser/node_modules/debug,debug,,,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
debug,3.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,follow-redirects/node_modules/debug,debug,,https://github.com/visionmedia/debug,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
debug,3.2.6,false,Exempt - Version closely related to 3.2.5,2,MIT,MIT,Approved,needle/node_modules/debug,debug,,https://github.com/visionmedia/debug,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
debug,4.1.1,false,Exempt - Version closely related to 4.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/debug,debug,,,Copyright (c) 2014 TJ Holowaychuk <tj@vision-media.ca>
decamelize,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,decamelize,decamelize,,https://github.com/sindresorhus/decamelize,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
decode-uri-component,0.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,decode-uri-component,decode-uri-component,,https://github.com/SamVerschueren/decode-uri-component,Copyright (c) Sam Verschueren <sam.verschueren@gmail.com> (github.com/SamVerschueren)
deep-extend,0.6.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,deep-extend,deep-extend,,https://github.com/unclechu/node-deep-extend,Copyright (c) 2013-2018- Viacheslav Lotsmanov
default-gateway,4.2.0,false,Exempt - Expected license matched,2,BSD-2-Clause,BSD-2-Clause,Approved,default-gateway,default-gateway,,https://github.com/silverwind/default-gateway,Copyright (c) silverwind All rights reserved.
defaults,1.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,defaults,defaults,,https://github.com/tmpvar/defaults,Copyright (c) 2015 Elijah Insua
define-properties,1.1.3,false,Exempt - Version closely related to 1.1.2,2,MIT,MIT,Approved,define-properties,define-properties,,https://github.com/ljharb/define-properties,Copyright (C) 2015 Jordan Harband
define-property,0.2.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,class-utils/node_modules/define-property,define-property,,https://github.com/jonschlinkert/define-property,Copyright (c) 2015- Jon Schlinkert.
define-property,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,base/node_modules/define-property,define-property,,https://github.com/jonschlinkert/define-property,Copyright (c) 2015- 2017- Jon Schlinkert
define-property,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,define-property,define-property,,https://github.com/jonschlinkert/define-property,Copyright (c) 2015-2018- Jon Schlinkert.
del,4.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,del,del,,https://github.com/sindresorhus/del,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
delayed-stream,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,delayed-stream,delayed-stream,,https://github.com/felixge/node-delayed-stream,Copyright (c) 2011 Debuggable Limited <felix@debuggable.com>
delegates,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,delegates,delegates,,https://github.com/visionmedia/node-delegates,Copyright (c) 2015 TJ Holowaychuk <tj@vision-media.ca>
depd,1.1.2,false,Exempt - Version closely related to 1.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/depd,depd,,,Copyright (c) 2014-2017 Douglas Christopher Wilson
des.js,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,des.js,des.js,,https://github.com/indutny/des.js,Copyright Fedor Indutny- 2015.
destroy,1.0.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/destroy,destroy,,,Copyright (c) 2014 Jonathan Ong me@jongleberry.com
detect-file,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,detect-file,detect-file,,https://github.com/doowb/detect-file,Copyright (c) 2016-2017- Brian Woodward.
detect-libc,1.0.3,false,Exempt - Version closely related to 1.0.2,2,Apache-2.0,Apache-2.0,Approved,detect-libc,detect-libc,,https://github.com/lovell/detect-libc,
detect-node,2.0.4,false,Exempt - Version closely related to 2.0.3,2,MIT,ISC,Approved,detect-node,detect-node,,https://github.com/iliakan/detect-node,Copyright (c) 2017 Ilya Kantor
diffie-hellman,5.0.3,false,Exempt - Version closely related to 5.0.2,2,MIT,MIT,Approved,diffie-hellman,diffie-hellman,,https://github.com/crypto-browserify/diffie-hellman,Copyright (c) 2017 Calvin Metcalf
dns-equal,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dns-equal,dns-equal,,https://github.com/watson/dns-equal,Copyright (c) 2016 Thomas Watson Steen
dns-packet,1.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dns-packet,dns-packet,,https://github.com/mafintosh/dns-packet,Copyright (c) 2016 Mathias Buus
dns-txt,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dns-txt,dns-txt,,https://github.com/watson/dns-txt,Copyright (c) 2015 Thomas Watson Steen
domain-browser,1.2.0,false,Previously pedigree reviewed,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,domain-browser,domain-browser,,https://github.com/bevry/domain-browser,
downshift,1.31.16,false,Exempt - Version closely related to 1.31.14,2,MIT,MIT,Approved,downshift,downshift,,https://github.com/paypal/downshift,Copyright (c) 2017 PayPal
duplexify,3.7.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,duplexify,duplexify,,https://github.com/mafintosh/duplexify,Copyright (c) 2014 Mathias Buus
dustjs-example-amd,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/amd,dustjs-example-amd,,,
dustjs-example-commonjs,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/commonjs,dustjs-example-commonjs,,,
dustjs-example-hoffman,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/streaming-hoffman,dustjs-example-hoffman,,,
dustjs-example-simple,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/basic-node,dustjs-example-simple,,,
dustjs-example-simple,unknown,true,New version and not exempt,,,,No license information available,dustjs-linkedin/examples/basic-browser,dustjs-example-simple,,,
dustjs-example-streaming,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/streaming,dustjs-example-streaming,,,
dustjs-example-streaming-incremental,1.0.0,false,Previously pedigree reviewed,2,,,No license information available,dustjs-linkedin/examples/streaming-incremental,dustjs-example-streaming-incremental,,,
dustjs-linkedin,2.7.5,false,Previously pedigree reviewed,2,BSD-3-Clause MIT,MIT,Approved,dustjs-linkedin,dustjs-linkedin,,http://dustjs.com/,Copyright (c) 2010 Aleksander Williams
ecc-jsbn,0.1.2,false,Exempt - Version closely related to 0.1.1,2,KEYWORD MIT Other-Approved UNKNOWN,MIT,Needs Review,ecc-jsbn,ecc-jsbn,,https://github.com/quartzjer/ecc-jsbn,* Copyright (c) 2003-2005  Tom Wu  * All Rights Reserved.
ee-first,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/ee-first,ee-first,,,Copyright (c) 2014 Jonathan Ong me@jongleberry.com
emoji-regex,7.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,emoji-regex,emoji-regex,,https://mths.be/emoji-regex,Copyright Mathias Bynens <https://mathiasbynens.be/>
emojis-list,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,emojis-list,emojis-list,,https://github.com/Kikobeats/emojis-list,Copyright © 2015 Kiko Beats
encodeurl,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/encodeurl,encodeurl,,,Copyright (c) 2016 Douglas Christopher Wilson
enhanced-resolve,4.1.0,false,Previously pedigree reviewed,2,MIT,,Approved,webpack-cli/node_modules/enhanced-resolve,enhanced-resolve,,http://github.com/webpack/enhanced-resolve,Copyright JS Foundation and other contributors
errno,0.1.7,false,Previously pedigree reviewed,2,MIT,MIT,Approved,errno,errno,,https://github.com/rvagg/node-errno,## Copyright & Licence
es-to-primitive,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,es-to-primitive,es-to-primitive,,https://github.com/ljharb/es-to-primitive,Copyright (c) 2015 Jordan Harband
escape-html,1.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/escape-html,escape-html,,,Copyright (c) 2012-2013 TJ Holowaychuk
escape-string-regexp,1.0.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,escape-string-regexp,escape-string-regexp,,https://github.com/sindresorhus/escape-string-regexp,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
eslint-scope,4.0.3,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,eslint-scope,eslint-scope,,http://github.com/eslint/eslint-scope,Copyright JS Foundation and other contributors- https://js.foundation
esprima,4.0.1,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,esprima,esprima,,http://esprima.org,Copyright JS Foundation and other contributors- https://js.foundation/
esrecurse,4.2.1,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,esrecurse,esrecurse,,https://github.com/estools/esrecurse,Copyright (C) 2014 Yusuke Suzuki <utatane.tea@gmail.com>
etag,1.8.1,false,Exempt - Version closely related to 1.8.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/etag,etag,,,Copyright (c) 2014-2016 Douglas Christopher Wilson
events,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,events,events,,https://github.com/Gozala/events,Copyright Joyent- Inc. and other Node contributors.
eventsource,1.0.7,false,Exempt - Version closely related to 1.0.5,2,MIT,MIT,Approved,eventsource,eventsource,,http://github.com/EventSource/eventsource,Copyright (c) EventSource GitHub organisation
evp_bytestokey,1.0.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,evp_bytestokey,evp_bytestokey,,https://github.com/crypto-browserify/EVP_BytesToKey,Copyright (c) 2017 crypto-browserify contributors
execa,1.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,execa,execa,,https://github.com/sindresorhus/execa,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
exit,0.1.2,false,Previously pedigree reviewed,2,MIT,,Approved,exit,exit,,https://github.com/cowboy/node-exit,Copyright (c) 2013 "Cowboy" Ben Alman
expand-brackets,0.1.5,false,Exempt - Version closely related to 0.1.4,2,MIT,MIT,Approved,dustjs-linkedin/node_modules/expand-brackets,expand-brackets,,https://github.com/jonschlinkert/expand-brackets,Copyright (c) 2015-2016- Jon Schlinkert.
expand-brackets,2.1.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,expand-brackets,expand-brackets,,https://github.com/jonschlinkert/expand-brackets,Copyright (c) 2015-2016- Jon Schlinkert
expand-range,1.8.2,false,Exempt - Version closely related to 1.8.1,2,MIT,MIT,Approved,expand-range,expand-range,,https://github.com/jonschlinkert/expand-range,Copyright (c) 2014-2016- Jon Schlinkert.
expand-template,2.0.3,false,Previously pedigree reviewed,2,MIT WTFPL,WTFPL,Approved,expand-template,expand-template,,https://github.com/ralphtheninja/expand-template,Copyright (c) 2018 Lars-Magnus Skog
expand-tilde,2.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,expand-tilde,expand-tilde,,https://github.com/jonschlinkert/expand-tilde,Copyright (c) 2015-2016- Jon Schlinkert.
express,4.16.4,false,Exempt - Version closely related to 4.16.3,2,MIT gnuplot,MIT,Needs Review,express,express,,http://expressjs.com/,Copyright (c) 2009-2014 TJ Holowaychuk <tj@vision-media.ca>
express,4.17.1,false,Previously pedigree reviewed,2,MIT gnuplot,MIT,Needs Review,@kui-shell/proxy/app/node_modules/express,express,,http://expressjs.com/,Copyright (c) 2009-2014 TJ Holowaychuk <tj@vision-media.ca>
extend,3.0.2,false,Exempt - Version closely related to 3.0.1,2,MIT,MIT,Approved,extend,extend,,https://github.com/justmoon/node-extend,Copyright (c) 2014 Stefan Thomas
extend-shallow,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,braces/node_modules/extend-shallow,extend-shallow,,https://github.com/jonschlinkert/extend-shallow,Copyright (c) 2014-2015- Jon Schlinkert.
extend-shallow,3.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,extend-shallow,extend-shallow,,https://github.com/jonschlinkert/extend-shallow,Copyright (c) 2014-2015- 2017- Jon Schlinkert.
extglob,0.3.2,false,Exempt - Version closely related to 0.3.1,2,MIT,MIT,Approved,dustjs-linkedin/node_modules/extglob,extglob,,https://github.com/jonschlinkert/extglob,Copyright (c) 2015- Jon Schlinkert.
extglob,2.0.4,false,Exempt - Version closely related to 2.0.3,2,MIT,MIT,Approved,extglob,extglob,,https://github.com/micromatch/extglob,Copyright (c) 2015-2017- Jon Schlinkert.
extract-zip,1.6.7,false,Exempt - Version closely related to 1.6.5,2,BSD-2-Clause,BSD-2-Clause,Approved,extract-zip,extract-zip,,https://github.com/maxogden/extract-zip,Copyright (c) 2014 Max Ogden and other contributors All rights reserved.
extsprintf,1.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,extsprintf,extsprintf,,https://github.com/davepacheco/node-extsprintf,Copyright (c) 2012- Joyent- Inc. All rights reserved.
fast-deep-equal,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fast-deep-equal,fast-deep-equal,,https://github.com/epoberezkin/fast-deep-equal,Copyright (c) 2017 Evgeny Poberezkin
fast-json-stable-stringify,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fast-json-stable-stringify,fast-json-stable-stringify,,https://github.com/epoberezkin/fast-json-stable-stringify,
faye-websocket,0.10.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,faye-websocket,faye-websocket,,http://github.com/faye/faye-websocket-node,Copyright (c) 2010-2015 James Coglan
faye-websocket,0.11.3,false,Exempt - Version closely related to 0.11.1,2,Apache-2.0,Apache-2.0,Approved,sockjs-client/node_modules/faye-websocket,faye-websocket,,https://github.com/faye/faye-websocket-node,Copyright 2010-2019 James Coglan
fd-slicer,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fd-slicer,fd-slicer,,https://github.com/andrewrk/node-fd-slicer,Copyright (c) 2014 Andrew Kelley
figgy-pudding,3.5.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,figgy-pudding,figgy-pudding,,https://github.com/zkat/figgy-pudding,Copyright (c) npm- Inc.
filename-regex,2.0.1,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,filename-regex,filename-regex,,https://github.com/regexhq/filename-regex,Copyright (c) 2014-2015- 2017- Jon Schlinkert
fill-range,2.2.4,false,Exempt - Version closely related to 2.2.3,2,MIT,MIT,Approved,expand-range/node_modules/fill-range,fill-range,,https://github.com/jonschlinkert/fill-range,Copyright (c) 2014-2018- Jon Schlinkert.
fill-range,4.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fill-range,fill-range,,https://github.com/jonschlinkert/fill-range,Copyright (c) 2014-2017- Jon Schlinkert
finalhandler,1.1.1,false,Exempt - Version closely related to 1.1.0,2,MIT,MIT,Approved,express/node_modules/finalhandler,finalhandler,,https://github.com/pillarjs/finalhandler,Copyright (c) 2014-2017 Douglas Christopher Wilson <doug@somethingdoug.com>
finalhandler,1.1.2,false,Exempt - Version closely related to 1.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/finalhandler,finalhandler,,,Copyright (c) 2014-2017 Douglas Christopher Wilson <doug@somethingdoug.com>
find-cache-dir,2.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,webpack/node_modules/find-cache-dir,find-cache-dir,,https://github.com/avajs/find-cache-dir,Copyright (c) James Talmage <james@talmage.io> (github.com/jamestalmage)
find-cache-dir,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,find-cache-dir,find-cache-dir,,https://github.com/avajs/find-cache-dir,Copyright (c) James Talmage <james@talmage.io> (github.com/jamestalmage)
find-up,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,import-local/node_modules/find-up,find-up,,https://github.com/sindresorhus/find-up,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
find-up,4.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,find-up,find-up,,https://github.com/sindresorhus/find-up,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
findup-sync,3.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,findup-sync,findup-sync,,https://github.com/gulpjs/findup-sync,Copyright (c) 2013-2018 Ben Alman <cowboy@rj3.net>- Blaine Bublitz <blaine.bublitz@gmail.com>- and Eric Schoffstall <yo@contra.io>
flush-write-stream,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,flush-write-stream,flush-write-stream,,https://github.com/mafintosh/flush-write-stream,Copyright (c) 2015 Mathias Buus
focus-trap,4.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,focus-trap,focus-trap,,https://github.com/davidtheclark/focus-trap,Copyright (c) 2015-2016 David Clark
focus-trap-react,6.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,focus-trap-react,focus-trap-react,,https://github.com/davidtheclark/focus-trap-react,Copyright (c) 2015 David Clark
foo,unknown,true,New version and not exempt,,,,No license information available,app-module-path/test/src,foo,,,
for-in,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,for-in,for-in,,https://github.com/jonschlinkert/for-in,Copyright (c) 2014-2017- Jon Schlinkert
for-own,0.1.5,false,Exempt - Version closely related to 0.1.3,2,MIT,MIT,Approved,for-own,for-own,,https://github.com/jonschlinkert/for-own,Copyright (c) 2014-2015- 2017- Jon Schlinkert
forever-agent,0.6.1,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,forever-agent,forever-agent,,https://github.com/mikeal/forever-agent,
form-data,2.3.3,false,Exempt - Version closely related to 2.3.1,2,MIT,MIT,Approved,form-data,form-data,,https://github.com/form-data/form-data,Copyright (c) 2012 Felix Geisendörfer (felix@debuggable.com) and contributors
forwarded,0.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/forwarded,forwarded,,,Copyright (c) 2014-2017 Douglas Christopher Wilson
fragment-cache,0.2.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fragment-cache,fragment-cache,,https://github.com/jonschlinkert/fragment-cache,Copyright (c) 2016-2017- Jon Schlinkert
fresh,0.5.2,false,Exempt - Version closely related to 0.5.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/fresh,fresh,,,Copyright (c) 2012 TJ Holowaychuk <tj@vision-media.ca>
from2,2.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,from2,from2,,https://github.com/hughsk/from2,Copyright (c) 2014 Hugh Kennedy
fs-constants,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fs-constants,fs-constants,,https://github.com/mafintosh/fs-constants,Copyright (c) 2018 Mathias Buus
fs-minipass,1.2.5,false,Exempt - Version closely related to 1.2.3,2,ISC,ISC,Approved,fsevents/node_modules/fs-minipass,fs-minipass,,https://github.com/npm/fs-minipass,Copyright (c) Isaac Z. Schlueter and Contributors
fs-write-stream-atomic,1.0.10,false,Exempt - Version closely related to 1.0.8,2,ISC,ISC,Approved,fs-write-stream-atomic,fs-write-stream-atomic,,https://github.com/npm/fs-write-stream-atomic,Copyright (c) Isaac Z. Schlueter and Contributors
fs.realpath,1.0.0,false,Previously pedigree reviewed,2,ISC KEYWORD MIT UNKNOWN,ISC,Needs Review,fs.realpath,fs.realpath,,https://github.com/isaacs/fs.realpath,Copyright (c) Isaac Z. Schlueter and Contributors
fsevents,1.2.9,false,Exempt - Version closely related to 1.2.4,2,MIT,MIT,Approved,fsevents,fsevents,,https://github.com/strongloop/fsevents,Copyright (C) 2010-2014 Philipp Dunkel
function-bind,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,function-bind,function-bind,,https://github.com/Raynos/function-bind,Copyright (c) 2013 Raynos.
gauge,2.7.4,false,Exempt - Version closely related to 2.7.3,2,ISC,ISC,Approved,fsevents/node_modules/gauge,gauge,,https://github.com/iarna/gauge,Copyright (c) 2014- Rebecca Turner
get-caller-file,1.0.3,false,Exempt - Version closely related to 1.0.2,2,ISC UNKNOWN,ISC,Needs Review,webpack-dev-server/node_modules/get-caller-file,get-caller-file,,https://github.com/stefanpenner/get-caller-file,Copyright 2018 Stefan Penner
