Name,Version,License,Download URL,Copyright,,,,,
hash-base,3.0.4,MIT,https://github.com/crypto-browserify/hash-base,Copyright (c) 2016 Kirill Fomichev,,,,,
hash.js,1.1.7,MIT,https://github.com/indutny/hash.js,"Copyright Fedor Indutny, 2014.",,,,,
hmac-drbg,1.0.1,MIT,https://github.com/indutny/hmac-drbg,Copyright Fedor Indutny- 2017.,,,,,
hogan.js,3.0.2,,http://twitter.github.com/hogan.js/,N/A no copyright in license,,,,,
homedir-polyfill,1.0.3,MIT,https://github.com/doowb/homedir-polyfill,Copyright (c) 2016 Brian Woodward,,,,,
hpack.js,2.1.6,MIT,https://github.com/indutny/hpack.js,Copyright Fedor Indutny- 2015.,,,,,
html-entities,1.2.1,MIT,https://github.com/mdevils/node-html-entities,Copyright (c) 2013 Dulin Marat,,,,,
http-deceiver,1.2.7,MIT,https://github.com/indutny/http-deceiver,Copyright Fedor Indutny- 2015.,,,,,
http-parser-js,0.4.10,MIT,https://github.com/creationix/http-parser-js,Copyright (c) 2015 Tim Caswell (https://github.com/creationix) and other,,,,,
https-browserify,1.0.0,MIT,https://github.com/substack/https-browserify,Copyright (c) James Halliday,,,,,
ibm-cos-sdk,1.5.0,Apache-2.0,https://github.com/ibm/ibm-cos-sdk-js,Copyright 2012-2017 Amazon.com- Inc. or its affiliates. All Rights Reserved.,,,,,
ibm-cos-sdk,1.5.1-0,Apache-2.0,https://github.com/ibm/ibm-cos-sdk-js,,,,,,
iconv-lite,0.4.24,MIT,https://github.com/ashtuchkin/iconv-lite,Copyright (c) 2011 Alexander Shtuchkin,,,,,
icss-utils,4.1.1,ISC,https://github.com/css-modules/icss-utils,Copyright 2018 Glen Maddern,,,,,
ieee754,1.1.13,BSD-3-Clause,https://github.com/feross/ieee754,Copyright 2008 Fair Oaks Labs- Inc.,,,,,
iferr,0.1.5,MIT,https://github.com/shesek/iferr,Copyright (c) 2014 Nadav Ivgi,,,,,
ignore-loader,0.1.2,,https://github.com/cherrry/ignore-loader,Copyright (c) 2016 Cherry Ng,,,,,
ignore-walk,3.0.1,ISC,https://github.com/isaacs/ignore-walk,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
iltorb,2.4.3,MIT,https://github.com/MayhemYDG/iltorb,Copyright (c) 2009- 2010- 2013-2016 by the Brotli Authors.,,,,,
import-local,2.0.0,MIT,https://github.com/sindresorhus/import-local,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
imurmurhash,0.1.4,MIT,https://github.com/jensyt/imurmurhash-js,Copyright (c) 2013 Gary Court- Jens Taylor,,,,,
indexes-of,1.0.1,MIT,https://github.com/dominictarr/indexes-of,Copyright (c) 2013 Dominic Tarr,,,,,
internal-ip,4.3.0,MIT,https://github.com/sindresorhus/internal-ip,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
invert-kv,2.0.0,MIT,https://github.com/sindresorhus/invert-kv,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
ip-regex,2.1.0,MIT,https://github.com/sindresorhus/ip-regex,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
is-binary-path,1.0.1,MIT,https://github.com/sindresorhus/is-binary-path,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
is-number,3.0.0,MIT,https://github.com/jonschlinkert/is-number,Copyright (c) 2014-2016- Jon Schlinkert,,,,,
is-path-cwd,2.2.0,MIT,https://github.com/sindresorhus/is-path-cwd,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
is-path-in-cwd,2.1.0,MIT,https://github.com/sindresorhus/is-path-in-cwd,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
is-path-inside,2.1.0,MIT,https://github.com/sindresorhus/is-path-inside,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
is-plain-obj,1.1.0,MIT,https://github.com/sindresorhus/is-plain-obj,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
is-plain-object,2.0.4,MIT,https://github.com/jonschlinkert/is-plain-object,Copyright (c) 2014-2017- Jon Schlinkert.,,,,,
is-windows,1.0.2,MIT,https://github.com/jonschlinkert/is-windows,Copyright (c) 2015-2018- Jon Schlinkert.,,,,,
is-wsl,1.1.0,MIT,https://github.com/sindresorhus/is-wsl,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
isobject,3.0.1,MIT,https://github.com/jonschlinkert/isobject,Copyright (c) 2014-2017- Jon Schlinkert.,,,,,
jmespath,0.15.0,,https://github.com/jmespath/jmespath.js,Copyright 2014 James Saryerwinnie,,,,,
js-beautify,1.10.0,MIT,https://beautifier.io/,Copyright (c) 2007-2018 Einar Lielmanis- Liam Newman- and contributors.,,,,,
json-colorizer,2.2.1,MIT,https://github.com/joeattardi/json-colorizer,Copyright (c) 2016 Joe Attardi,,,,,
json3,3.3.3,MIT,https://bestiejs.github.io/json3,Copyright (c) 2012-2015 Kit Cambridge.,,,,,
json5,0.5.1,MIT,http://json5.org/,Copyright (c) 2012-2016 Aseem Kishore- and [others](https://github.com/aseemk/json5/contributors).,,,,,
jsonfile,4.0.0,MIT,https://github.com/jprichardson/node-jsonfile,Copyright (c) 2012-2015- JP Richardson <jprichardson@gmail.com>,,,,,
jstransform,11.0.3,BSD-3-Clause,https://github.com/facebook/jstransform,Copyright (c) 2013-present- Facebook- Inc. All rights reserved.,,,,,
killable,1.0.1,ISC,https://github.com/marten-de-vries/killable,Copyright 2014 Marten de Vries,,,,,
kind-of,4.0.0,MIT,https://github.com/jonschlinkert/kind-of,Copyright (c) 2014-2017- Jon Schlinkert,,,,,
lazystream,1.0.0,MIT,https://github.com/jpommerening/node-lazystream,Copyright (c) 2013 J. Pommerening- contributors.,,,,,
lcid,2.0.0,MIT,https://github.com/sindresorhus/lcid,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
loader-runner,2.4.0,MIT,https://github.com/webpack/loader-runner,Copyright (c) Tobias Koppers @sokra,,,,,
loader-utils,0.2.17,MIT,https://github.com/webpack/loader-utils,Copyright (c) 2012 - 2015 Tobias Koppers,,,,,
loader-utils,1.2.3,MIT,https://github.com/webpack/loader-utils,Copyright JS Foundation and other contributors,,,,,
locate-path,3.0.0,MIT,https://github.com/sindresorhus/locate-path,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
locate-path,5.0.0,MIT,https://github.com/sindresorhus/locate-path,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
lodash,4.17.15,MIT,https://lodash.com/,Copyright OpenJS Foundation and other contributors <https://openjsf.org/>,,,,,
lodash.defaults,4.2.0,MIT,https://lodash.com/,Copyright jQuery Foundation and other contributors <https://jquery.org/>,,,,,
lodash.difference,4.5.0,MIT,https://lodash.com/,Copyright jQuery Foundation and other contributors <https://jquery.org/>,,,,,
lodash.flatten,4.4.0,MIT,https://lodash.com/,Copyright jQuery Foundation and other contributors <https://jquery.org/>,,,,,
lodash.isplainobject,4.0.6,MIT,https://lodash.com/,Copyright jQuery Foundation and other contributors <https://jquery.org/>,,,,,
lodash.union,4.6.0,MIT,https://lodash.com/,Copyright jQuery Foundation and other contributors <https://jquery.org/>,,,,,
loglevel,1.6.3,MIT,https://github.com/pimterry/loglevel,Copyright (c) 2013 Tim Perry,,,,,
lru-cache,4.1.5,ISC,https://github.com/isaacs/node-lru-cache,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
lru-cache,5.1.1,ISC,https://github.com/isaacs/node-lru-cache,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
make-dir,2.1.0,MIT,https://github.com/sindresorhus/make-dir,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
make-dir,3.0.0,MIT,https://github.com/sindresorhus/make-dir,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
mamacro,0.0.3,MIT,https://registry.npmjs.org/mamacro/-/mamacro-0.0.3.tgz,Copyright (c) 2018 Sven Sauleau <sven@sauleau.com>,,,,,
map-age-cleaner,0.1.3,MIT,https://github.com/SamVerschueren/map-age-cleaner,Copyright (c) Sam Verschueren <sam.verschueren@gmail.com> (github.com/SamVerschueren),,,,,
marked,0.6.2,MIT,https://marked.js.org,Copyright (c) 2011-2018- Christopher Jeffrey (https://github.com/chjj/),,,,,
md5.js,1.3.5,MIT,https://github.com/crypto-browserify/md5.js,Copyright (c) 2016 Kirill Fomichev,,,,,
mem,4.3.0,MIT,https://github.com/sindresorhus/mem,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
memory-fs,0.4.1,MIT,https://github.com/webpack/memory-fs,,,,,,
merge,1.2.1,MIT,https://github.com/yeikos/js.merge,Copyright (c) 2014 yeikos,,,,,
miller-rabin,4.0.1,MIT,https://github.com/indutny/miller-rabin,Copyright Fedor Indutny- 2014.,,,,,
mime,2.4.4,MIT,https://github.com/broofa/node-mime,Copyright (c) 2010 Benjamin Thomas- Robert Kieffer,,,,,
mimic-fn,2.1.0,MIT,https://github.com/sindresorhus/mimic-fn,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
mimic-response,1.0.1,MIT,https://github.com/sindresorhus/mimic-response,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
minimalistic-assert,1.0.1,ISC,https://github.com/calvinmetcalf/minimalistic-assert,Copyright 2015 Calvin Metcalf,,,,,
minimalistic-crypto-utils,1.0.1,MIT,https://github.com/indutny/minimalistic-crypto-utils,Copyright Fedor Indutny- 2017.,,,,,
minipass,2.3.5,ISC,https://github.com/isaacs/minipass,Copyright (c) npm- Inc. and Contributors,,,,,
minizlib,1.2.1,MIT,https://github.com/isaacs/minizlib,Copyright Isaac Z. Schlueter and Contributors,,,,,
mississippi,3.0.0,BSD-2-Clause,https://github.com/maxogden/mississippi,N/A no copyright in license,,,,,
mixin-deep,1.3.2,MIT,https://github.com/jonschlinkert/mixin-deep,Copyright (c) 2014-2015- 2017- Jon Schlinkert.,,,,,
mkdirp,0.3.0,X11,https://github.com/substack/node-mkdirp,Copyright 2010 James Halliday (mail@substack.net),,,,,
modify-filename,1.1.0,MIT,https://github.com/sindresorhus/modify-filename,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
monaco-editor,0.14.3,MIT,https://github.com/Microsoft/monaco-editor,Copyright (c) 2016 - present Microsoft Corporation,,,,,
morgan,1.9.1,MIT,https://github.com/expressjs/morgan,Copyright (c) 2014 Jonathan Ong <me@jongleberry.com>,,,,,
move-concurrently,1.0.1,ISC,https://www.npmjs.com/package/move-concurrently,Copyright (c) 2017- Rebecca Turner,,,,,
multicast-dns,6.2.3,MIT,https://github.com/mafintosh/multicast-dns,Copyright (c) 2015 Mathias Buus,,,,,
multicast-dns-service-types,1.1.0,MIT,https://github.com/mafintosh/multicast-dns-service-types,Copyright (c) 2015 Mathias Buus,,,,,
nan,2.12.1,MIT,https://github.com/nodejs/nan,Copyright (c) 2018 NAN contributors,,,,,
nan,2.14.0,MIT,https://github.com/nodejs/nan,Copyright (c) 2018 NAN contributors,,,,,
napi-build-utils,1.0.0,MIT,https://github.com/inspiredware/napi-build-utils,Copyright (c) 2018 inspiredware,,,,,
napi-build-utils,1.0.1,MIT,https://github.com/inspiredware/napi-build-utils,Copyright (c) 2018 inspiredware,,,,,
needle,2.3.0,MIT,https://github.com/tomas/needle,Copyright (c) Fork- Ltd.,,,,,
needle,2.4.0,MIT,https://github.com/tomas/needle,Copyright (c) Fork- Ltd.,,,,,
neo-async,2.6.1,MIT,https://github.com/suguru03/neo-async,Copyright (c) 2014-2018 Suguru Motegi,,,,,
node-abi,2.9.0,MIT,https://github.com/lgeiger/node-abi,Copyright (c) 2016 Lukas Geiger,,,,,
node-forge,0.7.5,BSD-3-Clause|GPL-2.0,https://github.com/digitalbazaar/forge,Copyright (c) 2010- Digital Bazaar- Inc. All rights reserved.,,,,,
node-libs-browser,2.2.1,MIT,http://github.com/webpack/node-libs-browser,Copyright (c) 2012 Tobias Koppers,,,,,
node-pre-gyp,0.12.0,BSD-3-Clause,https://github.com/mapbox/node-pre-gyp,Copyright (c)- Mapbox  All rights reserved.,,,,,
node-pty,0.8.1,MIT,https://github.com/Tyriar/node-pty,Copyright (c) 2011-2016 Ryan Prichard,,,,,
noop-logger,0.1.1,MIT,https://github.com/segmentio/noop-logger,N/A no copyright in license,,,,,
normalize-path,2.1.1,MIT,https://github.com/jonschlinkert/normalize-path,Copyright (c) 2014-2017- Jon Schlinkert,,,,,
normalize-path,3.0.0,MIT,https://github.com/jonschlinkert/normalize-path,Copyright (c) 2014-2018- Jon Schlinkert.,,,,,
npm-bundled,1.0.6,ISC,https://github.com/npm/npm-bundled,Copyright (c) npm- Inc. and Contributors,,,,,
npm-packlist,1.4.1,ISC,https://www.npmjs.com/package/npm-packlist,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
obuf,1.1.2,MIT,https://github.com/indutny/offset-buffer,Copyright Fedor Indutny- 2015.,,,,,
open,6.3.0,MIT,https://github.com/sindresorhus/open,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
opn,5.5.0,MIT,https://github.com/sindresorhus/opn,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
original,1.0.2,MIT,https://github.com/unshiftio/original,Copyright (c) 2015 Unshift.io- Arnout Kazemier-  the Contributors.,,,,,
os-browserify,0.3.0,MIT,https://github.com/CoderPuppy/os-browserify,Copyright (c) 2017 CoderPuppy,,,,,
os-locale,3.1.0,MIT,https://github.com/sindresorhus/os-locale,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
osenv,0.1.5,ISC,https://github.com/npm/osenv,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
p-defer,1.0.0,MIT,https://github.com/sindresorhus/p-defer,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-is-promise,2.1.0,MIT,https://github.com/sindresorhus/p-is-promise,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-limit,2.2.0,MIT,https://github.com/sindresorhus/p-limit,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-locate,3.0.0,MIT,https://github.com/sindresorhus/p-locate,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-locate,4.1.0,MIT,https://github.com/sindresorhus/p-locate,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-map,2.1.0,MIT,https://github.com/sindresorhus/p-map,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-retry,3.0.1,MIT,https://github.com/sindresorhus/p-retry,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
p-try,2.2.0,MIT,https://github.com/sindresorhus/p-try,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
pako,1.0.10,,https://github.com/nodeca/pako,Copyright (C) 2014-2017 by Vitaly Puzrin and Andrei Tuputcyn,,,,,
parallel-transform,1.1.0,MIT,https://github.com/mafintosh/parallel-transform,Copyright 2013 Mathias Buus,,,,,
parse-asn1,5.1.4,ISC,https://github.com/crypto-browserify/parse-asn1,Copyright (c) 2017- crypto-browserify contributors,,,,,
parse-duration,0.1.1,MIT,https://github.com/jkroso/parse-duration,Copyright (c) 2013 Jake Rosoman <jkroso@gmail.com>,,,,,
parse-ms,2.1.0,MIT,https://github.com/sindresorhus/parse-ms,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
parse-passwd,1.0.0,MIT,https://github.com/doowb/parse-passwd,Copyright (c) 2016 Brian Woodward,,,,,
path-browserify,0.0.1,MIT,https://github.com/substack/path-browserify,N/A no copyright in license,,,,,
path-exists,4.0.0,MIT,https://github.com/sindresorhus/path-exists,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
path-is-inside,1.0.2,WTFPL,https://github.com/domenic/path-is-inside,Copyright © 2013–2016 Domenic Denicola <d@domenic.me>,,,,,
pbkdf2,3.0.17,MIT,https://github.com/crypto-browserify/pbkdf2,Copyright (c) 2014 Daniel Cousens,,,,,
pend,1.2.0,MIT,https://github.com/andrewrk/node-pend,Copyright (c) 2014 Andrew Kelley,,,,,
pify,4.0.1,MIT,https://github.com/sindresorhus/pify,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
pkg-dir,3.0.0,MIT,https://github.com/sindresorhus/pkg-dir,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
pkg-dir,4.2.0,MIT,https://github.com/sindresorhus/pkg-dir,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
portfinder,1.0.21,MIT,https://github.com/indexzero/node-portfinder,Copyright (c) 2012 Charlie Robbins,,,,,
postcss,7.0.17,MIT,https://postcss.org/,Copyright 2013 Andrey Sitnik <andrey@sitnik.ru>,,,,,
postcss-modules-extract-imports,2.0.0,ISC,https://github.com/css-modules/postcss-modules-extract-imports,Copyright 2015 Glen Maddern,,,,,
postcss-modules-local-by-default,3.0.2,MIT,https://github.com/css-modules/postcss-modules-local-by-default,Copyright 2015 Mark Dalgleish <mark.john.dalgleish@gmail.com>,,,,,
postcss-modules-scope,2.1.0,ISC,https://github.com/css-modules/postcss-modules-scope,Copyright (c) 2015- Glen Maddern,,,,,
postcss-modules-values,3.0.0,ISC,https://github.com/css-modules/postcss-modules-values,Copyright (c) 2015- Glen Maddern,,,,,
postcss-selector-parser,6.0.2,MIT,https://github.com/postcss/postcss-selector-parser,Copyright (c) Ben Briggs <beneb.info@gmail.com> (http://beneb.info),,,,,
postcss-value-parser,4.0.0,MIT,https://github.com/TrySound/postcss-value-parser,Copyright (c) Bogdan Chadkin <trysound@yandex.ru>,,,,,
prebuild-install,5.3.0,MIT,https://github.com/prebuild/prebuild-install,Copyright (c) 2015 Mathias Buus,,,,,
pretty-ms,5.0.0,MIT,https://github.com/sindresorhus/pretty-ms,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
private,0.1.8,MIT,http://github.com/benjamn/private,Copyright (c) 2014 Ben Newman <bn@cs.stanford.edu>,,,,,
promise-inflight,1.0.1,ISC,https://github.com/iarna/promise-inflight,Copyright (c) 2017- Rebecca Turner,,,,,
prop-types,15.7.2,MIT,https://facebook.github.io/react/,Copyright (c) 2013-present- Facebook- Inc.,,,,,
prr,1.0.1,MIT,https://github.com/rvagg/prr,Copyright (c) 2014 Rod Vagg,,,,,
public-encrypt,4.0.3,MIT,https://github.com/crypto-browserify/publicEncrypt,Copyright (c) 2017 Calvin Metcalf,,,,,
pump,2.0.1,MIT,https://github.com/mafintosh/pump,Copyright (c) 2014 Mathias Buus,,,,,
pump,3.0.0,MIT,https://github.com/mafintosh/pump,Copyright (c) 2014 Mathias Buus,,,,,
pumpify,1.5.1,MIT,https://github.com/mafintosh/pumpify,Copyright (c) 2014 Mathias Buus,,,,,
pupa,1.0.0,MIT,https://github.com/sindresorhus/pupa,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
q,1.5.1,MIT,https://github.com/kriskowal/q,Copyright 2009–2017 Kristopher Michael Kowal. All rights reserved.,,,,,
querystring-es3,0.2.1,,https://github.com/mike-spainhower/querystring,Copyright 2012 Irakli Gozalishvili. All rights reserved.,,,,,
querystringify,2.1.1,MIT,https://github.com/unshiftio/querystringify,Copyright (c) 2015 Unshift.io- Arnout Kazemier-  the Contributors.,,,,,
randombytes,2.1.0,MIT,https://github.com/crypto-browserify/randombytes,Copyright (c) 2017 crypto-browserify,,,,,
randomfill,1.0.4,MIT,https://github.com/crypto-browserify/randomfill,Copyright (c) 2017 crypto-browserify,,,,,
raw-body,2.4.0,MIT,https://github.com/stream-utils/raw-body,Copyright (c) 2013-2014 Jonathan Ong <me@jongleberry.com>,,,,,
raw-loader,3.0.0,MIT,https://github.com/webpack-contrib/raw-loader,Copyright JS Foundation and other contributors,,,,,
rc,1.2.8,Apache-2.0|BSD-2-Clause,https://github.com/dominictarr/rc,Copyright (c) 2011 Dominic Tarr,,,,,
react,0.14.9,BSD-3-Clause,https://facebook.github.io/react/,Copyright (c) 2013-2015- Facebook- Inc. All rights reserved.,,,,,
react,16.8.6,MIT,https://reactjs.org/,Copyright (c) Facebook- Inc. and its affiliates.,,,,,
react-dom,0.14.9,BSD-3-Clause,https://facebook.github.io/react/,Copyright (c) 2013-2015- Facebook- Inc. All rights reserved.,,,,,
react-dom,16.8.6,MIT,https://reactjs.org/,Copyright (c) Facebook- Inc. and its affiliates.,,,,,
react-is,16.8.6,MIT,https://reactjs.org/,Copyright (c) Facebook- Inc. and its affiliates.,,,,,
readable-stream,3.4.0,MIT,https://github.com/nodejs/readable-stream,Copyright Node.js contributors. All rights reserved.,,,,,
readdirp,2.2.1,MIT,https://github.com/paulmillr/readdirp,Copyright (c) 2012-2015 Thorsten Lorenz,,,,,
recast,0.11.23,MIT,http://github.com/benjamn/recast,Copyright (c) 2012 Ben Newman <bn@cs.stanford.edu>,,,,,
remove-trailing-separator,1.1.0,ISC,https://github.com/darsain/remove-trailing-separator,Copyright (c) 2017 Tomas Sardyha <darsain@gmail.com>,,,,,
repeat-element,1.1.3,MIT,https://github.com/jonschlinkert/repeat-element,Copyright (c) 2015-present- Jon Schlinkert.,,,,,
require-main-filename,2.0.0,ISC,https://github.com/yargs/require-main-filename,Copyright (c) 2016- Contributors,,,,,
requires-port,1.0.0,MIT,https://github.com/unshiftio/requires-port,Copyright (c) 2015 Unshift.io- Arnout Kazemier-  the Contributors.,,,,,
resolve-cwd,2.0.0,MIT,https://github.com/sindresorhus/resolve-cwd,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
resolve-dir,1.0.1,MIT,https://github.com/jonschlinkert/resolve-dir,Copyright (c) 2015-2016- Jon Schlinkert,,,,,
resolve-from,3.0.0,MIT,https://github.com/sindresorhus/resolve-from,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
retry,0.12.0,MIT,https://github.com/tim-kos/node-retry,Copyright (c) 2011:,,,,,
rimraf,2.6.3,ISC,https://github.com/isaacs/rimraf,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
ripemd160,2.0.2,MIT,https://github.com/crypto-browserify/ripemd160,Copyright (c) 2016 crypto-browserify,,,,,
run-queue,1.0.3,ISC,https://npmjs.com/package/run-queue,N/A no copyright in license,,,,,
sax,1.2.4,ISC,https://github.com/isaacs/sax-js,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
scheduler,0.13.6,MIT,https://reactjs.org/,Copyright (c) Facebook- Inc. and its affiliates.,,,,,
schema-utils,1.0.0,MIT,https://github.com/webpack-contrib/schema-utils,Copyright JS Foundation and other contributors,,,,,
select-hose,2.0.0,MIT,https://github.com/indutny/select-hose,Copyright Fedor Indutny- 2015.,,,,,
selfsigned,1.10.4,MIT,https://github.com/jfromaniello/selfsigned,Copyright (c) 2013 José F. Romaniello,,,,,
semver,6.1.1,ISC,https://github.com/npm/node-semver,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
semver,6.2.0,ISC,https://github.com/npm/node-semver,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
send,0.17.1,MIT,https://github.com/pillarjs/send,Copyright (c) 2012 TJ Holowaychuk,,,,,
serialize-javascript,1.7.0,BSD-3-Clause,https://github.com/yahoo/serialize-javascript,Copyright 2014 Yahoo! Inc. All rights reserved.,,,,,
serve-index,1.9.1,MIT,https://github.com/expressjs/serve-index,Copyright (c) 2010 Sencha Inc.,,,,,
serve-static,1.14.1,MIT,https://github.com/expressjs/serve-static,Copyright (c) 2010 Sencha Inc.,,,,,
set-value,2.0.1,MIT,https://github.com/jonschlinkert/set-value,Copyright (c) 2014-2017- Jon Schlinkert,,,,,
sha.js,2.4.11,BSD-3-Clause,https://github.com/crypto-browserify/sha.js,Copyright (c) 2013-2018 sha.js contributors,,,,,
shebang-loader,0.0.1,MIT,https://github.com/javascriptismagic/shebang-loader,Copyright (c) 2016 unicorn.coffee,,,,,
simple-concat,1.0.0,MIT,https://github.com/feross/simple-concat,Copyright (c) Feross Aboukhadijeh,,,,,
simple-get,2.8.1,MIT,https://github.com/feross/simple-get,Copyright (c) Feross Aboukhadijeh,,,,,
simple-html-tokenizer,0.1.1,MIT,https://github.com/tildeio/simple-html-tokenizer,Copyright (c) 2014 Yehuda Katz and contributors,,,,,
sockjs,0.3.19,MIT,https://github.com/sockjs/sockjs-node,Copyright (C) 2011 VMware- Inc.,,,,,
sockjs-client,1.3.0,MIT,http://sockjs.org,Copyright (c) 2011-2012 VMware- Inc.,,,,,
sort-keys,1.1.2,MIT,https://github.com/sindresorhus/sort-keys,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
sort-keys-length,1.0.1,MIT,https://github.com/kevva/sort-keys-length,Copyright (c) Kevin Mårtensson,,,,,
source-list-map,2.0.1,MIT,https://github.com/webpack/source-list-map,Copyright 2017 JS Foundation,,,,,
source-map-loader,0.2.4,MIT,https://github.com/webpack-contrib/source-map-loader,Copyright JS Foundation and other contributors,,,,,
source-map-support,0.5.12,MIT,https://github.com/evanw/node-source-map-support,Copyright (c) 2014 Evan Wallace,,,,,
spdy,4.0.0,MIT,https://github.com/indutny/node-spdy,Copyright Fedor Indutny- 2015.,,,,,
spdy-transport,3.0.0,MIT,https://github.com/spdy-http2/spdy-transport,Copyright Fedor Indutny- 2015.,,,,,
ssri,6.0.1,ISC,https://github.com/zkat/ssri,Copyright (c) npm- Inc.,,,,,
stream-browserify,2.0.2,MIT,https://github.com/browserify/stream-browserify,Copyright (c) James Halliday,,,,,
stream-each,1.2.3,MIT,https://github.com/mafintosh/stream-each,Copyright (c) 2015 Mathias Buus,,,,,
stream-http,2.8.3,MIT,https://github.com/jhiesey/stream-http,Copyright (c) 2015 John Hiesey,,,,,
string-width,3.1.0,MIT,https://github.com/sindresorhus/string-width,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
string.prototype.codepointat,0.2.1,MIT,https://mths.be/codepointat,Copyright Mathias Bynens <https://mathiasbynens.be/>,,,,,
strip-ansi,5.2.0,MIT,https://github.com/chalk/strip-ansi,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
supports-color,5.5.0,MIT,https://github.com/chalk/supports-color,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
supports-color,6.1.0,MIT,https://github.com/chalk/supports-color,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
svg-inline-loader,0.8.0,MIT,https://github.com/sairion/svg-inline-loader,Copyright JS Foundation and other contributors,,,,,
tapable,1.1.3,MIT,https://github.com/webpack/tapable,Copyright (c) Tobias Koppers @sokra,,,,,
tar,4.4.8,ISC,https://github.com/npm/node-tar,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
